iter	Passed	Remaining
374	105954	176590
375	106154	176171
376	106351	175748
377	106545	175320
378	106749	174910
379	106950	174497
380	107150	174085
381	107355	173680
382	107555	173268
383	107753	172855
384	107964	172463
385	108163	172052
386	108358	171637
387	108556	171228
388	108757	170824
389	108951	170411
390	109157	170018
391	109360	169619
392	109558	169216
393	109754	168810
394	109952	168408
395	110149	168005
396	110346	167603
397	110547	167209
398	110745	166812
399	110948	166422
400	111143	166022
401	111343	165630
402	111543	165239
403	111738	164841
404	111999	164542
405	112310	164316
406	112613	164077
407	112908	163828
408	113257	163655
409	113639	163529
410	114016	163395
411	114378	163238
412	114744	163086
413	115072	162880
414	115393	162663
415	115723	162458
416	116051	162249
417	116361	162015
418	116682	161796
419	116992	161561
420	117303	161327
421	117644	161133
422	117994	160952
423	118361	160793
424	118725	160628
425	119098	160476
426	119516	160381
427	119837	160157
428	120179	159959
429	120510	159746
430	120847	159541
431	121133	159267
432	121492	159090
433	121897	158972
434	122259	158797
435	122616	158614
436	122976	158433
437	123280	158181
438	123624	157980
439	123907	157701
440	124249	157495
441	124608	157310
442	124951	157105
443	125291	156897
444	125622	156675
445	125955	156456
446	126286	156233
447	126569	155951
448	126894	155720
449	127258	155537
450	127573	155294
451	127920	155089
452	128268	154885
453	128594	154653
454	128904	154401
455	129198	154131
456	129479	153846
457	129763	153563
458	130068	153304
459	130362	153033
460	130681	152792
461	130978	152524
462	131264	152244
463	131556	151970
464	131849	151697
465	132150	151434
466	132439	151156
467	132843	151010
468	133183	150789
469	133480	150520
470	133791	150266
471	134134	150048
472	134447	149796
473	134749	149531
474	135081	149300
475	135371	149022
476	135678	148762
477	135975	148492
478	136270	148219
479	136580	147961
480	136961	147781
481	137336	147594
482	137685	147377
483	137973	147095
484	138280	146833
485	138576	146560
486	138882	146297
487	139182	146027
488	139480	145756
489	139782	145487
490	140191	145330
491	140573	145144
492	140949	144952
493	141362	144796
494	141732	144595
495	142032	144323
496	142340	144058
497	142641	143787
498	142925	143497
499	143218	143218
500	143522	142949
501	143804	142658
502	144094	142375
503	144388	142096
504	144669	141804
505	144968	141530
506	145296	141283
507	145614	141028
508	145950	140789
509	146279	140543
510	146605	140293
511	146951	140062
512	147308	139842
513	147658	139614
514	148011	139389
515	148470	139263
516	148892	139100
517	149225	138855
518	149512	138565
519	149840	138314
520	150133	138030
521	150415	137736
522	150750	137491
523	151069	137230
524	151372	136956
525	151664	136671
526	151967	136395
527	152263	136114
528	152648	135912
529	153014	135691
530	153284	135387
531	153578	135103
532	153930	134869
533	154243	134602
534	154547	134325
535	154844	134044
536	155187	133802
537	155506	133538
538	155841	133289
539	156152	133018
540	156456	132742
541	156746	132453
542	157070	132193
543	157403	131941
544	157722	131676
545	158031	131403
546	158322	131114
547	158610	130824
548	158920	130551
549	159221	130272
550	159516	129986
551	159818	129707
552	160132	129437
553	160236	128998
554	160555	128733
555	160875	128468
556	161217	128221
557	161543	127960
558	161881	127709
559	162179	127427
560	162471	127139
561	162771	126857
562	163063	126569
563	163359	126285
564	163744	126068
565	164088	125820
566	164431	125571
567	164808	125347
568	165192	125128
569	165562	124898
570	165864	124616
571	166201	124360
572	166553	124115
573	166856	123834
574	167183	123570
575	167483	123286
576	167788	123006
577	168077	122714
578	168404	122449
579	168706	122166
580	169027	121897
581	169376	121648
582	169705	121384
583	170013	121105
584	170350	120847
585	170760	120639
586	171192	120447
587	171396	120093
588	171600	119741
589	171798	119385
590	172008	119037
591	172334	118771
592	172551	118428
593	172744	118071
594	172940	117715
595	173136	117361
596	173340	117012
597	173557	116672
598	173797	116348
599	173991	115994
600	174183	115639
601	174376	115285
602	174578	114938
603	174771	114585
604	174971	114237
605	175165	113886
606	175358	113535
607	175555	113186
608	175749	112837
609	175953	112495
610	176157	112152
611	176362	111811
612	176573	111474
613	176791	111142
614	177034	110826
615	177230	110481
616	177428	110138
617	177624	109793
618	177819	109449
619	178016	109106
620	178212	108764
621	178409	108422
622	178602	108079
623	178799	107738
624	178996	107397
625	179191	107056
626	179388	106717
627	179591	106381
628	179780	106038
629	179978	105701
630	180188	105371
631	180388	105036
632	180588	104701
633	180784	104364
634	180978	104026
635	181176	103691
636	181370	103355
637	181570	103022
638	181765	102687
639	181962	102353
640	182161	102022
641	182357	101688
642	182558	101358
643	182754	101025
644	182948	100692
645	183142	100360
646	183341	100030
647	183539	99700
648	183728	99366
649	183923	99035
650	184119	98706
651	184313	98376
652	184509	98047
653	184705	97718
654	184896	97388
655	185092	97060
656	185288	96733
657	185485	96407
658	185692	96086
659	185891	95762
660	186096	95441
661	186290	95114
662	186489	94791
663	186693	94471
664	186883	94144
665	187079	93820
666	187284	93501
667	187481	93179
668	187672	92854
669	187869	92532
670	188067	92211
671	188262	91890
672	188457	91568
673	188652	91247
674	188844	90925
675	189040	90605
676	189235	90285
677	189431	89966
678	189630	89648
679	189825	89329
680	190018	89010
681	190211	88691
682	190412	88375
683	190612	88060
684	190810	87745
685	191008	87429
686	191203	87113
687	191396	86796
688	191591	86480
689	191784	86164
690	191975	85847
691	192170	85532
692	192363	85217
693	192561	84904
694	192759	84592
695	192956	84279
696	193149	83966
697	193339	83651
698	193543	83342
699	193736	83029
700	193937	82720
701	194137	82411
702	194335	82101
703	194532	81792
704	194727	81481
705	194922	81171
706	195123	80864
707	195317	80554
708	195514	80246
709	195710	79938
710	195914	79633
711	196114	79327
712	196315	79021
713	196515	78716
714	196718	78412
715	196922	78108
716	197132	77808
717	197348	77510
718	197546	77205
719	197743	76900
720	197948	76598
721	198148	76295
722	198353	75994
723	198551	75691
724	198746	75386
725	198945	75084
726	199150	74784
727	199345	74480
728	199555	74183
729	199875	73926
730	200196	73670
731	200488	73402
732	200782	73136
733	201170	72903
734	201522	72657
735	201910	72424
736	202261	72177
737	202580	71918
738	202910	71663
739	203241	71409
740	203565	71151
741	203932	70909
742	204314	70671
743	204620	70406
744	204947	70149
745	205269	69890
746	205630	69644
747	206012	69405
748	206324	69142
749	206646	68882
750	206973	68623
751	207298	68364
752	207627	68106
753	207980	67855
754	208348	67609
755	208734	67369
756	209056	67107
757	209423	66860
758	209739	66597
759	210055	66333
760	210361	66066
761	210595	65776
762	210813	65482
763	211028	65186
764	211249	64893
765	211616	64645
766	211974	64393
767	212355	64149
768	212645	63876
769	212892	63591
770	213150	63309
771	213399	63024
772	213674	62747
773	214061	62503
774	214450	62259
775	215052	62076
776	215446	61833
777	215809	61580
778	216244	61347
779	216571	61084
780	216988	60845
781	217562	60650
782	217959	60405
783	218287	60140
784	218590	59868
785	219130	59661
786	219560	59423
787	219986	59184
788	220426	58947
789	220785	58689
790	221130	58427
791	221501	58172
792	221987	57946
793	222453	57714
794	222933	57485
795	223453	57266
796	223892	57026
797	224319	56782
798	224776	56545
799	225172	56293
800	225586	56044
801	225954	55784
802	226325	55524
803	226737	55274
804	227181	55031
805	227602	54782
806	228079	54546
807	228517	54301
808	228868	54034
809	229093	53738
810	229375	53455
811	229628	53165
812	229891	52877
813	230117	52582
814	230378	52294
815	230615	52001
816	230874	51713
817	231097	51417
818	231353	51129
819	231580	50834
820	231842	50547
821	232201	50282
822	232696	50045
823	233006	49768
824	233249	49477
825	233532	49194
826	233787	48906
827	234053	48619
828	234323	48334
829	234613	48053
830	234912	47774
831	235163	47484
832	235519	47217
833	235973	46968
834	236335	46700
835	236576	46409
836	236811	46117
837	237050	45825
838	237324	45541
839	237551	45247
840	237783	44955
841	238029	44665
842	238270	44375
843	238511	44085
844	238732	43791
845	238983	43502
846	239206	43209
847	239470	42923
848	239694	42631
849	240037	42359
850	240431	42096
851	240710	41813
852	240938	41521
853	241170	41230
854	241418	40942
855	241649	40651
856	241873	40359
857	242103	40068
858	242336	39778
859	242631	39498
860	242887	39211
861	243138	38924
862	243388	38637
863	243798	38375
864	244171	38107
865	244439	37823
866	244681	37534
867	244934	37248
868	245180	36960
869	245469	36679
870	245714	36391
871	246068	36120
872	246316	35833
873	246559	35545
874	246795	35256
875	247034	34968
876	247268	34679
877	247518	34393
878	247742	34103
879	247995	33817
880	248246	33531
881	248521	33248
882	248764	32962
883	249012	32675
884	249257	32389
885	249512	32104
886	249730	31814
887	249972	31528
888	250195	31239
889	250448	30954
890	250677	30666
891	250918	30380
892	251144	30092
893	251392	29807
894	251635	29521
895	251915	29240
896	252161	28954
897	252536	28684
898	252875	28409
899	253117	28124
900	253353	27837
901	253594	27552
902	253831	27266
903	254067	26980
904	254324	26697
905	254570	26412
906	254811	26127
907	255044	25841
908	255305	25558
909	255674	25286
910	255950	25005
911	256185	24719
912	256435	24435
913	256796	24162
914	257296	23901
915	257731	23634
916	258080	23359
917	258311	23073
918	258547	22788
919	258786	22503
920	259020	22217
921	259325	21938
922	259688	21664
923	260097	21393
924	260455	21118
925	260815	20842
926	261167	20566
927	261606	20297
928	262009	20024
929	262379	19749
930	262768	19474
931	263134	19198
932	263504	18922
933	263955	18652
934	264295	18373
935	264638	18094
936	264966	17815
937	265297	17535
938	265661	17258
939	265991	16978
940	266309	16697
941	266635	16417
942	266969	16137
943	267312	15857
944	267642	15577
945	267990	15297
946	268313	15016
947	268665	14736
948	268997	14456
949	269341	14175
950	269687	13895
951	270034	13615
952	270376	13334
953	270727	13053
954	271068	12772
955	271432	12492
956	271801	12212
957	272181	11932
958	272575	11653
959	272963	11373
960	273449	11097
961	273952	10821
962	274454	10544
963	274915	10266
964	275413	9989
965	275799	9707
966	276076	9421
967	276515	9141
968	276854	8857
969	277194	8573
970	277537	8288
971	277892	8005
972	278212	7720
973	278452	7433
974	278698	7146
975	278936	6859
976	279172	6572
977	279416	6285
978	279776	6001
979	280127	5716
980	280496	5432
981	280870	5148
982	281232	4863
983	281572	4578
984	281904	4292
985	282261	4007
986	282590	3722
987	283064	3438
988	283531	3153
989	284021	2868
990	284395	2582
991	284793	2296
992	285159	2010
993	285523	1723
994	285884	1436
995	286290	1149
996	286678	862
997	287040	575
998	287421	287
999	287797	0
